#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CD274,PDCD1LG2,9606.ENSP00000370989,9606.ENSP00000380855,0,0,0,0.824,0.344,0.617,0.900,0.930,0.977
CD3E,CD4,9606.ENSP00000354566,9606.ENSP00000011653,0,0,0,0,0.216,0,0.900,0.816,0.984
CD3E,CD80,9606.ENSP00000354566,9606.ENSP00000264246,0,0,0,0,0.078,0,0.900,0.542,0.954
CD3E,CTLA4,9606.ENSP00000354566,9606.ENSP00000303939,0,0,0,0,0.307,0,0,0.675,0.765
CD3E,PDCD1,9606.ENSP00000354566,9606.ENSP00000335062,0,0,0,0,0.215,0,0.900,0.442,0.952
CD3E,PTPN11,9606.ENSP00000354566,9606.ENSP00000340944,0,0,0,0,0,0.151,0.900,0.118,0.918
CD3E,PDCD1LG2,9606.ENSP00000354566,9606.ENSP00000380855,0,0,0,0,0.062,0,0.900,0.317,0.930
CD3E,HLA-DRA,9606.ENSP00000354566,9606.ENSP00000378786,0,0,0,0,0.157,0,0.900,0.322,0.937
CD3E,CD274,9606.ENSP00000354566,9606.ENSP00000370989,0,0,0,0,0.062,0,0.900,0.478,0.946
CD3E,CD247,9606.ENSP00000354566,9606.ENSP00000354782,0,0,0,0,0.554,0.923,0.900,0.867,0.999
CD4,CTLA4,9606.ENSP00000011653,9606.ENSP00000303939,0,0,0,0,0.132,0,0,0.920,0.927
CD4,PTPN11,9606.ENSP00000011653,9606.ENSP00000340944,0,0,0,0,0.064,0,0.900,0.521,0.951
CD4,PDCD1LG2,9606.ENSP00000011653,9606.ENSP00000380855,0,0,0,0,0.062,0,0.900,0.780,0.977
CD4,PDCD1,9606.ENSP00000011653,9606.ENSP00000335062,0,0,0,0,0.098,0,0.900,0.834,0.983
CD4,CD3E,9606.ENSP00000011653,9606.ENSP00000354566,0,0,0,0,0.216,0,0.900,0.816,0.984
CD4,CD274,9606.ENSP00000011653,9606.ENSP00000370989,0,0,0,0,0.062,0,0.900,0.887,0.988
CD4,CD247,9606.ENSP00000011653,9606.ENSP00000354782,0,0,0,0,0.233,0,0.900,0.873,0.989
CD4,HLA-DRA,9606.ENSP00000011653,9606.ENSP00000378786,0,0,0,0,0.201,0.800,0.900,0.519,0.991
CD4,CD80,9606.ENSP00000011653,9606.ENSP00000264246,0,0,0,0,0.100,0,0.900,0.944,0.994
CD80,CD4,9606.ENSP00000264246,9606.ENSP00000011653,0,0,0,0,0.100,0,0.900,0.944,0.994
CD80,HLA-DRA,9606.ENSP00000264246,9606.ENSP00000378786,0,0,0,0,0.152,0,0.900,0.300,0.935
CD80,PTPN11,9606.ENSP00000264246,9606.ENSP00000340944,0,0,0,0,0.087,0,0.900,0.463,0.946
CD80,CD3E,9606.ENSP00000264246,9606.ENSP00000354566,0,0,0,0,0.078,0,0.900,0.542,0.954
CD80,CD247,9606.ENSP00000264246,9606.ENSP00000354782,0,0,0,0,0.090,0,0.900,0.556,0.956
CD80,PDCD1,9606.ENSP00000264246,9606.ENSP00000335062,0,0,0,0,0.150,0.417,0,0.936,0.965
CD80,PDCD1LG2,9606.ENSP00000264246,9606.ENSP00000380855,0,0,0,0,0.122,0.128,0,0.959,0.966
CD80,CD274,9606.ENSP00000264246,9606.ENSP00000370989,0,0,0,0.589,0.183,0.890,0.800,0.992,0.988
CD80,CTLA4,9606.ENSP00000264246,9606.ENSP00000303939,0,0,0,0,0.085,0.950,0.900,0.991,0.999
CTLA4,CD4,9606.ENSP00000303939,9606.ENSP00000011653,0,0,0,0,0.132,0,0,0.920,0.927
CTLA4,CD80,9606.ENSP00000303939,9606.ENSP00000264246,0,0,0,0,0.085,0.950,0.900,0.991,0.999
CTLA4,CD3E,9606.ENSP00000303939,9606.ENSP00000354566,0,0,0,0,0.307,0,0,0.675,0.765
CTLA4,PDCD1LG2,9606.ENSP00000303939,9606.ENSP00000380855,0,0,0,0,0.062,0,0,0.896,0.898
CTLA4,PDCD1,9606.ENSP00000303939,9606.ENSP00000335062,0,0,0,0,0.153,0,0,0.886,0.899
CTLA4,CD247,9606.ENSP00000303939,9606.ENSP00000354782,0,0,0,0,0.170,0,0,0.972,0.976
CTLA4,CD274,9606.ENSP00000303939,9606.ENSP00000370989,0,0,0,0,0.062,0.417,0,0.978,0.987
CTLA4,PTPN11,9606.ENSP00000303939,9606.ENSP00000340944,0,0,0,0,0,0.213,0.900,0.988,0.999
HLA-DRA,CD4,9606.ENSP00000378786,9606.ENSP00000011653,0,0,0,0,0.201,0.800,0.900,0.519,0.991
HLA-DRA,CD80,9606.ENSP00000378786,9606.ENSP00000264246,0,0,0,0,0.152,0,0.900,0.300,0.935
HLA-DRA,PDCD1,9606.ENSP00000378786,9606.ENSP00000335062,0,0,0,0,0.129,0,0.900,0.233,0.927
HLA-DRA,PTPN11,9606.ENSP00000378786,9606.ENSP00000340944,0,0,0,0,0,0,0.900,0,0.900
HLA-DRA,CD3E,9606.ENSP00000378786,9606.ENSP00000354566,0,0,0,0,0.157,0,0.900,0.322,0.937
HLA-DRA,CD247,9606.ENSP00000378786,9606.ENSP00000354782,0,0,0,0,0.142,0,0.900,0.153,0.920
HLA-DRA,CD274,9606.ENSP00000378786,9606.ENSP00000370989,0,0,0,0,0.090,0,0.900,0.347,0.935
HLA-DRA,PDCD1LG2,9606.ENSP00000378786,9606.ENSP00000380855,0,0,0,0,0.062,0,0.900,0.283,0.926
HOXD13,PDCD1,9606.ENSP00000376322,9606.ENSP00000335062,0,0,0,0,0,0,0,0.454,0.454
HOXD13,CD274,9606.ENSP00000376322,9606.ENSP00000370989,0,0,0,0,0,0,0,0.959,0.959
HOXD13,PDCD1LG2,9606.ENSP00000376322,9606.ENSP00000380855,0,0,0,0,0,0,0,0.450,0.450
PDCD1,CD4,9606.ENSP00000335062,9606.ENSP00000011653,0,0,0,0,0.098,0,0.900,0.834,0.983
PDCD1,CD80,9606.ENSP00000335062,9606.ENSP00000264246,0,0,0,0,0.150,0.417,0,0.936,0.965
PDCD1,CTLA4,9606.ENSP00000335062,9606.ENSP00000303939,0,0,0,0,0.153,0,0,0.886,0.899
PDCD1,HOXD13,9606.ENSP00000335062,9606.ENSP00000376322,0,0,0,0,0,0,0,0.454,0.454
PDCD1,HLA-DRA,9606.ENSP00000335062,9606.ENSP00000378786,0,0,0,0,0.129,0,0.900,0.233,0.927
PDCD1,CD3E,9606.ENSP00000335062,9606.ENSP00000354566,0,0,0,0,0.215,0,0.900,0.442,0.952
PDCD1,CD247,9606.ENSP00000335062,9606.ENSP00000354782,0,0,0,0,0.157,0,0.900,0.537,0.957
PDCD1,CD274,9606.ENSP00000335062,9606.ENSP00000370989,0,0,0,0,0.062,0.976,0.800,0.995,0.999
PDCD1,PDCD1LG2,9606.ENSP00000335062,9606.ENSP00000380855,0,0,0,0,0.062,0.946,0.800,0.994,0.999
PDCD1,PTPN11,9606.ENSP00000335062,9606.ENSP00000340944,0,0,0,0,0,0.684,0.800,0.987,0.999
PDCD1LG2,CD4,9606.ENSP00000380855,9606.ENSP00000011653,0,0,0,0,0.062,0,0.900,0.780,0.977
PDCD1LG2,CD80,9606.ENSP00000380855,9606.ENSP00000264246,0,0,0,0,0.122,0.128,0,0.959,0.966
PDCD1LG2,CTLA4,9606.ENSP00000380855,9606.ENSP00000303939,0,0,0,0,0.062,0,0,0.896,0.898
PDCD1LG2,PDCD1,9606.ENSP00000380855,9606.ENSP00000335062,0,0,0,0,0.062,0.946,0.800,0.994,0.999
PDCD1LG2,PTPN11,9606.ENSP00000380855,9606.ENSP00000340944,0,0,0,0,0.062,0,0.600,0.602,0.837
PDCD1LG2,CD3E,9606.ENSP00000380855,9606.ENSP00000354566,0,0,0,0,0.062,0,0.900,0.317,0.930
PDCD1LG2,CD247,9606.ENSP00000380855,9606.ENSP00000354782,0,0,0,0,0.062,0,0.900,0.513,0.950
PDCD1LG2,CD274,9606.ENSP00000380855,9606.ENSP00000370989,0,0,0,0.824,0.344,0.617,0.900,0.930,0.977
PDCD1LG2,HOXD13,9606.ENSP00000380855,9606.ENSP00000376322,0,0,0,0,0,0,0,0.450,0.450
PDCD1LG2,HLA-DRA,9606.ENSP00000380855,9606.ENSP00000378786,0,0,0,0,0.062,0,0.900,0.283,0.926
PTPN11,CD4,9606.ENSP00000340944,9606.ENSP00000011653,0,0,0,0,0.064,0,0.900,0.521,0.951
PTPN11,CD80,9606.ENSP00000340944,9606.ENSP00000264246,0,0,0,0,0.087,0,0.900,0.463,0.946
PTPN11,CTLA4,9606.ENSP00000340944,9606.ENSP00000303939,0,0,0,0,0,0.213,0.900,0.988,0.999
PTPN11,PDCD1,9606.ENSP00000340944,9606.ENSP00000335062,0,0,0,0,0,0.684,0.800,0.987,0.999
PTPN11,PDCD1LG2,9606.ENSP00000340944,9606.ENSP00000380855,0,0,0,0,0.062,0,0.600,0.602,0.837
PTPN11,HLA-DRA,9606.ENSP00000340944,9606.ENSP00000378786,0,0,0,0,0,0,0.900,0,0.900
PTPN11,CD3E,9606.ENSP00000340944,9606.ENSP00000354566,0,0,0,0,0,0.151,0.900,0.118,0.918
PTPN11,CD247,9606.ENSP00000340944,9606.ENSP00000354782,0,0,0,0,0.063,0.109,0.900,0.732,0.974
PTPN11,CD274,9606.ENSP00000340944,9606.ENSP00000370989,0,0,0,0,0.062,0.270,0.600,0.919,0.974
