#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
KAT2A,EP300,9606.ENSP00000225916,9606.ENSP00000263253,0,0,0,0,0.062,0.302,0.800,0.889,0.983
KAT2A,KAT5,9606.ENSP00000225916,9606.ENSP00000340330,0,0,0,0,0.076,0.369,0.720,0.946,0.990
KAT2A,TRRAP,9606.ENSP00000225916,9606.ENSP00000352925,0,0,0,0,0.107,0.971,0.900,0.989,0.999
KAT2A,MYC,9606.ENSP00000225916,9606.ENSP00000479618,0,0,0,0,0.084,0.884,0.900,0.976,0.999
KAT5,KAT2A,9606.ENSP00000340330,9606.ENSP00000225916,0,0,0,0,0.076,0.369,0.720,0.946,0.990
KAT5,EP300,9606.ENSP00000340330,9606.ENSP00000263253,0,0,0,0,0.085,0.378,0.300,0.876,0.944
KAT5,MAX,9606.ENSP00000340330,9606.ENSP00000351490,0,0,0,0,0,0.501,0.900,0.160,0.954
KAT5,MYC,9606.ENSP00000340330,9606.ENSP00000479618,0,0,0,0,0,0.837,0.900,0.983,0.999
KAT5,TRRAP,9606.ENSP00000340330,9606.ENSP00000352925,0,0,0,0,0.062,0.952,0.900,0.994,0.999
MAX,KAT2A,9606.ENSP00000351490,9606.ENSP00000225916,0,0,0,0,0.062,0.518,0.900,0.181,0.958
MAX,EP300,9606.ENSP00000351490,9606.ENSP00000263253,0,0,0,0,0.062,0.695,0.900,0.300,0.977
MAX,SKP2,9606.ENSP00000351490,9606.ENSP00000274255,0,0,0,0,0,0,0.900,0.127,0.908
MAX,FBXW7,9606.ENSP00000351490,9606.ENSP00000281708,0,0,0,0,0,0.376,0.900,0.137,0.941
MAX,KAT5,9606.ENSP00000351490,9606.ENSP00000340330,0,0,0,0,0,0.501,0.900,0.160,0.954
MAX,ZBTB17,9606.ENSP00000351490,9606.ENSP00000364885,0,0,0,0,0,0.282,0.900,0.296,0.945
MAX,TRRAP,9606.ENSP00000351490,9606.ENSP00000352925,0,0,0,0,0,0.845,0.900,0.376,0.989
MAX,MYC,9606.ENSP00000351490,9606.ENSP00000479618,0,0,0,0.689,0,0.998,0.900,0.989,0.999
MYC,KAT2A,9606.ENSP00000479618,9606.ENSP00000225916,0,0,0,0,0.084,0.884,0.900,0.976,0.999
MYC,EP300,9606.ENSP00000479618,9606.ENSP00000263253,0,0,0,0,0.062,0.780,0.900,0.987,0.999
MYC,SKP2,9606.ENSP00000479618,9606.ENSP00000274255,0,0,0,0,0.062,0.871,0.900,0.987,0.999
MYC,FBXW7,9606.ENSP00000479618,9606.ENSP00000281708,0,0,0,0,0,0.927,0.900,0.975,0.999
MYC,BIN1,9606.ENSP00000479618,9606.ENSP00000316779,0,0,0,0,0.066,0.962,0,0.988,0.999
MYC,SP1,9606.ENSP00000479618,9606.ENSP00000329357,0,0,0,0,0.062,0.837,0.900,0.972,0.999
MYC,KAT5,9606.ENSP00000479618,9606.ENSP00000340330,0,0,0,0,0,0.837,0.900,0.983,0.999
MYC,MAX,9606.ENSP00000479618,9606.ENSP00000351490,0,0,0,0.689,0,0.998,0.900,0.989,0.999
MYC,TRRAP,9606.ENSP00000479618,9606.ENSP00000352925,0,0,0,0,0,0.887,0.900,0.988,0.999
MYC,ZBTB17,9606.ENSP00000479618,9606.ENSP00000364885,0,0,0,0,0,0.882,0.900,0.988,0.999
SKP2,EP300,9606.ENSP00000274255,9606.ENSP00000263253,0,0,0,0,0,0.675,0.900,0.836,0.994
SKP2,SP1,9606.ENSP00000274255,9606.ENSP00000329357,0,0,0,0,0.062,0.270,0,0.226,0.424
SKP2,MAX,9606.ENSP00000274255,9606.ENSP00000351490,0,0,0,0,0,0,0.900,0.127,0.908
SKP2,FBXW7,9606.ENSP00000274255,9606.ENSP00000281708,0,0,0,0,0.062,0,0.800,0.865,0.972
SKP2,MYC,9606.ENSP00000274255,9606.ENSP00000479618,0,0,0,0,0.062,0.871,0.900,0.987,0.999
SP1,EP300,9606.ENSP00000329357,9606.ENSP00000263253,0,0,0,0,0.125,0.916,0.900,0.974,0.999
SP1,SKP2,9606.ENSP00000329357,9606.ENSP00000274255,0,0,0,0,0.062,0.270,0,0.226,0.424
SP1,ZBTB17,9606.ENSP00000329357,9606.ENSP00000364885,0,0,0,0.552,0,0,0.900,0.114,0.903
SP1,MYC,9606.ENSP00000329357,9606.ENSP00000479618,0,0,0,0,0.062,0.837,0.900,0.972,0.999
TRRAP,KAT2A,9606.ENSP00000352925,9606.ENSP00000225916,0,0,0,0,0.107,0.971,0.900,0.989,0.999
TRRAP,EP300,9606.ENSP00000352925,9606.ENSP00000263253,0,0,0,0,0.123,0.264,0,0.607,0.725
TRRAP,KAT5,9606.ENSP00000352925,9606.ENSP00000340330,0,0,0,0,0.062,0.952,0.900,0.994,0.999
TRRAP,MAX,9606.ENSP00000352925,9606.ENSP00000351490,0,0,0,0,0,0.845,0.900,0.376,0.989
TRRAP,MYC,9606.ENSP00000352925,9606.ENSP00000479618,0,0,0,0,0,0.887,0.900,0.988,0.999
ZBTB17,KAT2A,9606.ENSP00000364885,9606.ENSP00000225916,0,0,0,0,0.065,0.126,0,0.326,0.401
ZBTB17,EP300,9606.ENSP00000364885,9606.ENSP00000263253,0,0,0,0,0,0.706,0.900,0.725,0.991
ZBTB17,SP1,9606.ENSP00000364885,9606.ENSP00000329357,0,0,0,0.552,0,0,0.900,0.114,0.903
ZBTB17,MAX,9606.ENSP00000364885,9606.ENSP00000351490,0,0,0,0,0,0.282,0.900,0.296,0.945
ZBTB17,MYC,9606.ENSP00000364885,9606.ENSP00000479618,0,0,0,0,0,0.882,0.900,0.988,0.999
