#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NCOR1	MED1	9606.ENSP00000268712	9606.ENSP00000300651	0	0	0	0	0.110	0	0.650	0.619	0.871
NCOR1	JUN	9606.ENSP00000268712	9606.ENSP00000360266	0	0	0	0	0	0.348	0	0.891	0.926
NCOR1	NCOA3	9606.ENSP00000268712	9606.ENSP00000361066	0	0	0	0	0.081	0.313	0.900	0.719	0.980
NCOR1	ESR1	9606.ENSP00000268712	9606.ENSP00000405330	0	0	0	0	0	0.797	0.900	0.988	0.999
PELP1	EP300	9606.ENSP00000301396	9606.ENSP00000263253	0	0	0	0	0.062	0.270	0.900	0.585	0.967
PELP1	IGF1R	9606.ENSP00000301396	9606.ENSP00000268035	0	0	0	0	0	0.056	0.900	0.294	0.927
PELP1	NCOA3	9606.ENSP00000301396	9606.ENSP00000361066	0	0	0	0	0	0	0	0.577	0.577
PELP1	ESR1	9606.ENSP00000301396	9606.ENSP00000405330	0	0	0	0	0	0.569	0.900	0.986	0.999
SP1	CCND1	9606.ENSP00000329357	9606.ENSP00000227507	0	0	0	0	0	0.281	0	0.518	0.638
SP1	EP300	9606.ENSP00000329357	9606.ENSP00000263253	0	0	0	0	0.125	0.916	0.900	0.974	0.999
SP1	NCOR1	9606.ENSP00000329357	9606.ENSP00000268712	0	0	0	0	0.049	0.349	0	0.260	0.501
SP1	MED1	9606.ENSP00000329357	9606.ENSP00000300651	0	0	0	0	0.115	0	0.800	0.180	0.842
SP1	HSP90AA1	9606.ENSP00000329357	9606.ENSP00000335153	0	0	0	0	0.082	0.496	0	0.469	0.733
SP1	NCOA3	9606.ENSP00000329357	9606.ENSP00000361066	0	0	0	0	0.107	0.060	0.800	0.418	0.889
SP1	JUN	9606.ENSP00000329357	9606.ENSP00000360266	0	0	0	0	0	0.855	0.900	0.929	0.998
SP1	ESR1	9606.ENSP00000329357	9606.ENSP00000405330	0	0	0	0	0.062	0.900	0.800	0.988	0.999
