#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MDM4	CDKN2A	9606.ENSP00000356150	9606.ENSP00000418915	0	0	0	0	0	0.443	0.600	0.853	0.964
RPL11	MDM2	9606.ENSP00000363676	9606.ENSP00000258149	0	0	0	0	0	0.983	0.900	0.990	0.999
RPL11	TP53	9606.ENSP00000363676	9606.ENSP00000269305	0	0	0	0	0.062	0.804	0	0.772	0.954
RPL11	MDM4	9606.ENSP00000363676	9606.ENSP00000356150	0	0	0	0	0	0.101	0	0.480	0.513
RPL11	RPL5	9606.ENSP00000363676	9606.ENSP00000359345	0.295	0	0	0	0.996	0.997	0.900	0.993	0.999
RPL11	CDKN2A	9606.ENSP00000363676	9606.ENSP00000418915	0	0	0	0	0	0.494	0	0.819	0.904
RPL5	MDM2	9606.ENSP00000359345	9606.ENSP00000258149	0	0	0	0	0	0.922	0.900	0.990	0.999
RPL5	TP53	9606.ENSP00000359345	9606.ENSP00000269305	0	0	0	0	0.062	0.737	0	0.797	0.945
RPL5	MDM4	9606.ENSP00000359345	9606.ENSP00000356150	0	0	0	0	0	0.102	0	0.403	0.441
RPL5	RPL11	9606.ENSP00000359345	9606.ENSP00000363676	0.295	0	0	0	0.996	0.997	0.900	0.993	0.999
TP53	MDM2	9606.ENSP00000269305	9606.ENSP00000258149	0	0	0	0	0.240	0.998	0.900	0.995	0.999
TP53	EP300	9606.ENSP00000269305	9606.ENSP00000263253	0	0	0	0	0	0.998	0.900	0.989	0.999
TP53	RPL5	9606.ENSP00000269305	9606.ENSP00000359345	0	0	0	0	0.062	0.737	0	0.797	0.945
TP53	RPL11	9606.ENSP00000269305	9606.ENSP00000363676	0	0	0	0	0.062	0.804	0	0.772	0.954
TP53	TP73	9606.ENSP00000269305	9606.ENSP00000367545	0	0	0	0.881	0	0.780	0.800	0.874	0.958
TP53	UBE2D1	9606.ENSP00000269305	9606.ENSP00000363019	0	0	0	0	0	0.851	0.900	0.402	0.990
TP53	CDKN2A	9606.ENSP00000269305	9606.ENSP00000418915	0	0	0	0	0	0.897	0.900	0.915	0.999
TP53	MDM4	9606.ENSP00000269305	9606.ENSP00000356150	0	0	0	0	0.138	0.998	0.800	0.990	0.999
TP53	DAXX	9606.ENSP00000269305	9606.ENSP00000363668	0	0	0	0	0.062	0.894	0.800	0.966	0.999
TP53	USP7	9606.ENSP00000269305	9606.ENSP00000343535	0	0	0	0	0.056	0.915	0.900	0.989	0.999
TP73	MDM2	9606.ENSP00000367545	9606.ENSP00000258149	0	0	0	0	0	0.981	0.900	0.857	0.999
TP73	EP300	9606.ENSP00000367545	9606.ENSP00000263253	0	0	0	0	0.066	0.875	0.900	0.665	0.995
TP73	TP53	9606.ENSP00000367545	9606.ENSP00000269305	0	0	0	0.881	0	0.780	0.800	0.874	0.958
TP73	MDM4	9606.ENSP00000367545	9606.ENSP00000356150	0	0	0	0	0	0.790	0	0.519	0.895
TP73	DAXX	9606.ENSP00000367545	9606.ENSP00000363668	0	0	0	0	0	0.600	0	0.123	0.634
TP73	CDKN2A	9606.ENSP00000367545	9606.ENSP00000418915	0	0	0	0	0	0.056	0	0.561	0.567
UBE2D1	MDM2	9606.ENSP00000363019	9606.ENSP00000258149	0	0	0	0	0	0.992	0.900	0.913	0.999
UBE2D1	EP300	9606.ENSP00000363019	9606.ENSP00000263253	0	0	0	0	0	0.494	0.900	0.171	0.954
UBE2D1	TP53	9606.ENSP00000363019	9606.ENSP00000269305	0	0	0	0	0	0.851	0.900	0.402	0.990
UBE2D1	USP7	9606.ENSP00000363019	9606.ENSP00000343535	0	0	0	0	0.049	0.102	0	0.471	0.509
UBE2D1	MDM4	9606.ENSP00000363019	9606.ENSP00000356150	0	0	0	0	0	0.494	0	0.494	0.733
USP7	MDM2	9606.ENSP00000343535	9606.ENSP00000258149	0	0	0	0	0.062	0.920	0.900	0.989	0.999
USP7	EP300	9606.ENSP00000343535	9606.ENSP00000263253	0	0	0	0	0.122	0.092	0.600	0.403	0.784
USP7	TP53	9606.ENSP00000343535	9606.ENSP00000269305	0	0	0	0	0.056	0.915	0.900	0.989	0.999
USP7	UBE2D1	9606.ENSP00000343535	9606.ENSP00000363019	0	0	0	0	0.049	0.102	0	0.471	0.509
USP7	CDKN2A	9606.ENSP00000343535	9606.ENSP00000418915	0	0	0	0	0.063	0.102	0.650	0.359	0.785
USP7	MDM4	9606.ENSP00000343535	9606.ENSP00000356150	0	0	0	0	0.055	0.882	0.600	0.981	0.999
USP7	DAXX	9606.ENSP00000343535	9606.ENSP00000363668	0	0	0	0	0.065	0.759	0.900	0.988	0.999
