#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
PLXNB3,NTN1,9606.ENSP00000442736,9606.ENSP00000173229,0,0,0,0,0.089,0,0,0.501,0.526
PLXNB3,NRP1,9606.ENSP00000442736,9606.ENSP00000265371,0,0,0,0,0,0.231,0.540,0.820,0.931
PLXNB3,SEMA4C,9606.ENSP00000442736,9606.ENSP00000306844,0,0,0,0.547,0.085,0.213,0.600,0.861,0.808
PLXNB3,PLXNB1,9606.ENSP00000442736,9606.ENSP00000351338,0,0,0,0.931,0.126,0,0.800,0.555,0.824
PLXNB3,NRP2,9606.ENSP00000442736,9606.ENSP00000353582,0,0,0,0,0,0.111,0.540,0.611,0.827
PLXNB3,GIPC1,9606.ENSP00000442736,9606.ENSP00000376753,0,0,0,0,0.096,0.158,0,0.429,0.527
PLXNB3,PLXNB2,9606.ENSP00000442736,9606.ENSP00000409171,0,0,0,0.878,0.099,0,0.800,0.606,0.825
SEMA4C,NTN1,9606.ENSP00000306844,9606.ENSP00000173229,0,0,0,0,0,0.068,0,0.663,0.672
SEMA4C,CHST10,9606.ENSP00000306844,9606.ENSP00000264249,0,0,0,0,0,0,0,0.645,0.645
SEMA4C,NRP1,9606.ENSP00000306844,9606.ENSP00000265371,0,0,0,0,0,0.182,0,0.739,0.777
SEMA4C,GIPC3,9606.ENSP00000306844,9606.ENSP00000319254,0,0,0,0,0.062,0.139,0,0.566,0.619
SEMA4C,GIPC1,9606.ENSP00000306844,9606.ENSP00000376753,0,0,0,0,0.062,0.347,0,0.534,0.689
SEMA4C,NRP2,9606.ENSP00000306844,9606.ENSP00000353582,0,0,0,0,0,0.103,0,0.736,0.753
SEMA4C,PLXNB3,9606.ENSP00000306844,9606.ENSP00000442736,0,0,0,0.547,0.085,0.213,0.600,0.861,0.808
SEMA4C,PLXNB1,9606.ENSP00000306844,9606.ENSP00000351338,0,0,0,0.546,0.082,0.213,0.600,0.861,0.808
SEMA4C,PLXNB2,9606.ENSP00000306844,9606.ENSP00000409171,0,0,0,0.545,0.063,0.213,0.600,0.975,0.821
SEMA4C,DLG4,9606.ENSP00000306844,9606.ENSP00000382428,0,0,0,0,0.071,0.482,0,0.661,0.823
