#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NAPA	GOSR2	9606.ENSP00000263354	9606.ENSP00000225567	0	0	0	0	0.062	0.547	0.600	0.712	0.944
NAPA	BNIP1	9606.ENSP00000263354	9606.ENSP00000231668	0	0	0	0	0	0.429	0.600	0.925	0.981
NAPA	RINT1	9606.ENSP00000263354	9606.ENSP00000257700	0	0	0	0	0.062	0.417	0	0.331	0.602
NAPA	STX6	9606.ENSP00000263354	9606.ENSP00000258301	0	0	0	0	0.145	0.826	0.600	0.873	0.991
NAPA	USE1	9606.ENSP00000263354	9606.ENSP00000263897	0	0	0	0	0.049	0.693	0.600	0.538	0.938
NAPA	STX18	9606.ENSP00000263354	9606.ENSP00000305810	0	0	0	0	0.065	0.285	0.600	0.803	0.940
NAPA	STX12	9606.ENSP00000263354	9606.ENSP00000363054	0	0	0	0	0.062	0.940	0.540	0.673	0.990
NAPA	SEC22B	9606.ENSP00000263354	9606.ENSP00000463393	0	0	0	0	0.076	0.872	0.600	0.840	0.991
RINT1	ZW10	9606.ENSP00000257700	9606.ENSP00000200135	0	0	0	0	0.147	0.890	0.900	0.992	0.999
RINT1	BNIP1	9606.ENSP00000257700	9606.ENSP00000231668	0	0	0	0	0	0.611	0.600	0.883	0.980
RINT1	NAPA	9606.ENSP00000257700	9606.ENSP00000263354	0	0	0	0	0.062	0.417	0	0.331	0.602
RINT1	ZNF787	9606.ENSP00000257700	9606.ENSP00000478557	0	0	0	0	0	0	0	0.719	0.719
RINT1	SEC22B	9606.ENSP00000257700	9606.ENSP00000463393	0	0	0	0	0.108	0.752	0.600	0.618	0.961
RINT1	USE1	9606.ENSP00000257700	9606.ENSP00000263897	0	0	0	0	0.098	0.935	0.600	0.767	0.993
RINT1	STX18	9606.ENSP00000257700	9606.ENSP00000305810	0	0	0	0	0.206	0.941	0.600	0.953	0.999
SEC22B	ZW10	9606.ENSP00000463393	9606.ENSP00000200135	0	0	0	0	0	0.477	0.600	0.441	0.872
SEC22B	GOSR2	9606.ENSP00000463393	9606.ENSP00000225567	0	0	0	0	0.208	0.843	0.800	0.990	0.999
SEC22B	BNIP1	9606.ENSP00000463393	9606.ENSP00000231668	0	0	0	0	0.062	0.505	0.600	0.771	0.951
SEC22B	RINT1	9606.ENSP00000463393	9606.ENSP00000257700	0	0	0	0	0.108	0.752	0.600	0.618	0.961
SEC22B	STX6	9606.ENSP00000463393	9606.ENSP00000258301	0	0	0	0	0.082	0.593	0.540	0.609	0.923
SEC22B	NAPA	9606.ENSP00000463393	9606.ENSP00000263354	0	0	0	0	0.076	0.872	0.600	0.840	0.991
SEC22B	USE1	9606.ENSP00000463393	9606.ENSP00000263897	0	0	0	0	0.062	0.747	0.800	0.742	0.986
SEC22B	STX18	9606.ENSP00000463393	9606.ENSP00000305810	0	0	0	0	0.094	0.839	0.800	0.945	0.998
SEC22B	STX12	9606.ENSP00000463393	9606.ENSP00000363054	0	0	0	0	0.064	0.591	0.540	0.671	0.934
STX12	GOSR2	9606.ENSP00000363054	9606.ENSP00000225567	0	0	0	0	0.063	0.697	0.720	0.579	0.962
STX12	BNIP1	9606.ENSP00000363054	9606.ENSP00000231668	0	0	0	0	0	0.494	0.720	0.204	0.877
STX12	STX6	9606.ENSP00000363054	9606.ENSP00000258301	0	0	0	0	0.089	0.923	0.900	0.841	0.998
STX12	NAPA	9606.ENSP00000363054	9606.ENSP00000263354	0	0	0	0	0.062	0.940	0.540	0.673	0.990
STX12	USE1	9606.ENSP00000363054	9606.ENSP00000263897	0	0	0	0	0.062	0.696	0.360	0.457	0.887
STX12	STX18	9606.ENSP00000363054	9606.ENSP00000305810	0	0	0	0	0.071	0.696	0.540	0.526	0.930
STX12	SEC22B	9606.ENSP00000363054	9606.ENSP00000463393	0	0	0	0	0.064	0.591	0.540	0.671	0.934
STX18	ZW10	9606.ENSP00000305810	9606.ENSP00000200135	0	0	0	0	0.150	0.874	0.600	0.967	0.998
STX18	GOSR2	9606.ENSP00000305810	9606.ENSP00000225567	0	0	0	0	0.133	0.153	0.540	0.825	0.933
STX18	BNIP1	9606.ENSP00000305810	9606.ENSP00000231668	0	0	0	0	0.062	0.883	0.800	0.992	0.999
STX18	RINT1	9606.ENSP00000305810	9606.ENSP00000257700	0	0	0	0	0.206	0.941	0.600	0.953	0.999
STX18	STX6	9606.ENSP00000305810	9606.ENSP00000258301	0	0	0	0	0.053	0.764	0.540	0.588	0.952
STX18	NAPA	9606.ENSP00000305810	9606.ENSP00000263354	0	0	0	0	0.065	0.285	0.600	0.803	0.940
STX18	USE1	9606.ENSP00000305810	9606.ENSP00000263897	0	0	0	0	0.106	0.972	0.800	0.903	0.999
STX18	ZNF787	9606.ENSP00000305810	9606.ENSP00000478557	0	0	0	0	0	0	0	0.764	0.764
STX18	STX12	9606.ENSP00000305810	9606.ENSP00000363054	0	0	0	0	0.071	0.696	0.540	0.526	0.930
STX18	SEC22B	9606.ENSP00000305810	9606.ENSP00000463393	0	0	0	0	0.094	0.839	0.800	0.945	0.998
STX6	GOSR2	9606.ENSP00000258301	9606.ENSP00000225567	0	0	0	0	0.090	0.888	0.720	0.766	0.992
STX6	BNIP1	9606.ENSP00000258301	9606.ENSP00000231668	0	0	0	0	0.048	0.599	0.720	0.398	0.927
STX6	USE1	9606.ENSP00000258301	9606.ENSP00000263897	0	0	0	0	0.062	0.139	0.360	0.831	0.901
STX6	SEC22B	9606.ENSP00000258301	9606.ENSP00000463393	0	0	0	0	0.082	0.593	0.540	0.609	0.923
STX6	STX18	9606.ENSP00000258301	9606.ENSP00000305810	0	0	0	0	0.053	0.764	0.540	0.588	0.952
STX6	NAPA	9606.ENSP00000258301	9606.ENSP00000263354	0	0	0	0	0.145	0.826	0.600	0.873	0.991
STX6	STX12	9606.ENSP00000258301	9606.ENSP00000363054	0	0	0	0	0.089	0.923	0.900	0.841	0.998
USE1	ZW10	9606.ENSP00000263897	9606.ENSP00000200135	0	0	0	0	0.146	0.757	0.600	0.549	0.957
USE1	GOSR2	9606.ENSP00000263897	9606.ENSP00000225567	0	0	0	0	0.067	0.241	0.360	0.714	0.853
USE1	BNIP1	9606.ENSP00000263897	9606.ENSP00000231668	0	0	0	0	0.063	0.783	0.800	0.808	0.991
USE1	RINT1	9606.ENSP00000263897	9606.ENSP00000257700	0	0	0	0	0.098	0.935	0.600	0.767	0.993
USE1	STX6	9606.ENSP00000263897	9606.ENSP00000258301	0	0	0	0	0.062	0.139	0.360	0.831	0.901
USE1	NAPA	9606.ENSP00000263897	9606.ENSP00000263354	0	0	0	0	0.049	0.693	0.600	0.538	0.938
USE1	ZNF787	9606.ENSP00000263897	9606.ENSP00000478557	0	0	0	0	0.045	0	0	0.519	0.521
USE1	STX12	9606.ENSP00000263897	9606.ENSP00000363054	0	0	0	0	0.062	0.696	0.360	0.457	0.887
USE1	SEC22B	9606.ENSP00000263897	9606.ENSP00000463393	0	0	0	0	0.062	0.747	0.800	0.742	0.986
USE1	STX18	9606.ENSP00000263897	9606.ENSP00000305810	0	0	0	0	0.106	0.972	0.800	0.903	0.999
ZNF787	ZW10	9606.ENSP00000478557	9606.ENSP00000200135	0	0	0	0	0.060	0	0	0.650	0.657
ZNF787	BNIP1	9606.ENSP00000478557	9606.ENSP00000231668	0	0	0	0	0	0	0	0.983	0.983
ZNF787	RINT1	9606.ENSP00000478557	9606.ENSP00000257700	0	0	0	0	0	0	0	0.719	0.719
ZNF787	USE1	9606.ENSP00000478557	9606.ENSP00000263897	0	0	0	0	0.045	0	0	0.519	0.521
ZNF787	STX18	9606.ENSP00000478557	9606.ENSP00000305810	0	0	0	0	0	0	0	0.764	0.764
ZW10	ZNF787	9606.ENSP00000200135	9606.ENSP00000478557	0	0	0	0	0.060	0	0	0.650	0.657
ZW10	SEC22B	9606.ENSP00000200135	9606.ENSP00000463393	0	0	0	0	0	0.477	0.600	0.441	0.872
ZW10	BNIP1	9606.ENSP00000200135	9606.ENSP00000231668	0	0	0	0	0.062	0	0.600	0.859	0.942
ZW10	USE1	9606.ENSP00000200135	9606.ENSP00000263897	0	0	0	0	0.146	0.757	0.600	0.549	0.957
ZW10	STX18	9606.ENSP00000200135	9606.ENSP00000305810	0	0	0	0	0.150	0.874	0.600	0.967	0.998
ZW10	RINT1	9606.ENSP00000200135	9606.ENSP00000257700	0	0	0	0	0.147	0.890	0.900	0.992	0.999
